,question,answer
1147,kale was drawing on scrap paper . he could fit number0 drawings on each page . if he has number1 pages how many drawings can he make ?,"To find out how many drawings Kale can make, we need to multiply the number of drawings he can fit on each page by the number of pages he has.

Given that Kale can fit 5 drawings on each page and he has 6 pages, we can calculate the total number of drawings as follows:

5 * 6 = <<5 * 6 = 30>> 30

Therefore, Kale can make 30 drawings in total.

#### 30"
1148,olivia had number0 quarters . if she spent number1 of them buying a soda how many coins did she have left ?,"Olivia initially had 11 quarters. If she spent 4 of them buying a soda, we need to subtract 4 from the initial number of quarters to find out how many coins she has left.

11 - 4 = <<11 - 4 = 7>> 7

Therefore, Olivia has 7 coins left.

#### 7"
1149,for paige 's birthday she received number0 dollars from her friends and number1 dollars from her relatives . how much money did she get for her birthday ?,"To find out how much money Paige received for her birthday, we need to add the amount of money she received from her friends and relatives.

Given:
Amount received from friends = <<2
Amount received from relatives = >>3

To find the total amount of money Paige received, we can add these two amounts:

<<2 + >>3 = <<5

Therefore, Paige received a total of >>5 for her birthday.

#### 5"
1150,jerry had to sell boxes of candy . he started out with number0 boxes and then sold number1 how many boxes did he have left ?,"Jerry started with 10 boxes and sold 5. To find out how many boxes he has left, we need to subtract the number of boxes he sold from the number of boxes he started with.

Starting with 10 boxes:
<< 10 >>

Sold 5 boxes:
<< -5 >>

To find out how many boxes Jerry has left, we can subtract the number of boxes he sold from the number of boxes he started with:
 10 - 5 = << 10 - 5 = 5 >> 5 

Therefore, Jerry has 5 boxes left.

#### 5"
1151,janet 's dad took the family out to eat for her birthday . there were number0 people total . there were number1 kids and everyone else was an adult . how many adults were there ?,"Let's solve the problem step by step:

1. We know that there were 10 people in total.
2. Out of these 10 people, we are told that there were 8 kids.
3. To find the number of adults, we need to subtract the number of kids from the total number of people.
4. So, the number of adults can be calculated as: Total number of people - Number of kids.

Calculations:
Total number of people = 10
Number of kids = 8

Number of adults = Total number of people - Number of kids
Number of adults = 10 - 8

#### 2"
1152,cody was helping his mom wash clothes . they washed number0 short sleeve shirts and number1 long sleeve shirts . how many shirts did they wash total ?,"To find the total number of shirts washed, we need to add the number of short sleeve shirts and the number of long sleeve shirts.

Number of short sleeve shirts = 4
Number of long sleeve shirts = 5

To find the total number of shirts, we add these two quantities:

Total number of shirts = Number of short sleeve shirts + Number of long sleeve shirts
Total number of shirts = 4 + 5

Calculating this expression gives us:

Total number of shirts = 9

#### 9"
1153,the roller coaster at the state fair costs number0 tickets per ride . if number1 friends were going to ride the roller coaster how many tickets would they need ?,"To find out how many tickets the 8 friends would need to ride the roller coaster, we can multiply the number of friends by the number of tickets required per ride.

Number of friends = 8
Tickets required per ride = 6

To calculate the total number of tickets needed, we can use the formula:

Total tickets needed = Number of friends × Tickets required per ride

Substituting the given values into the formula:

Total tickets needed = 8 × 6

Calculating this expression:

Total tickets needed = 8 * 6 = <<8 * 6 = 48>> 48

Therefore, the 8 friends would need a total of 48 tickets to ride the roller coaster.

#### 48"
1154,nancy was buying soap for her bathroom . she bought number0 packs with each pack having number1 bars . how many bars of soap did she buy ?,"To find out how many bars of soap Nancy bought, we need to multiply the number of packs she bought by the number of bars in each pack.

Nancy bought 6 packs, and each pack has 5 bars. So, we can calculate the total number of bars by multiplying these two numbers together:

6 * 5 = <<6 * 5 = 30>> 30

Therefore, Nancy bought a total of 30 bars of soap.

#### 30"
1155,oliver won number0 tickets playing games at the arcade . if he spent number1 tickets buying a water gun how many tickets did he still have ?,"Oliver won 11 tickets playing games at the arcade. If he spent 5 tickets buying a water gun, we need to subtract 5 from 11 to find out how many tickets he still has.

11 - 5 = <<11 - 5 = 6>> 6

Therefore, Oliver still has 6 tickets.

#### 6"
1156,janet was practicing for a marathon . she practiced for number0 days running number1 miles each day . how many miles did janet run altogether ?,"To find out how many miles Janet ran altogether, we need to multiply the number of days she practiced by the number of miles she ran each day.

Janet practiced for 9 days and ran 8 miles each day. 

So, to calculate the total number of miles she ran, we can use the formula:

Total miles = Number of days * Miles per day

Plugging in the values:

Total miles = 9 * 8

Calculating this expression:

Total miles = 9 * 8 = <<9 * 8 = 72>> 72

Therefore, Janet ran a total of 72 miles altogether.

#### 72"
1157,debby was placing her spare change into stacks . number0 stack had number1 coins and the other had number2 how many coins did she have total ?,"To find the total number of coins Debby had, we need to add the number of coins in each stack.

Debby had 4 coins in one stack and 8 coins in the other stack. To find the total, we can add these two numbers together.

4 + 8 = <<4 + 8 = 12>> 12

Therefore, Debby had a total of 12 coins.

#### 12"
1158,faye had number0 apps on her phone . to free up some space she deleted number1 of the apps . how many apps did she have left ?,"Faye initially had 12 apps on her phone. She then deleted 8 of the apps. To find out how many apps she had left, we can subtract the number of deleted apps from the initial number of apps.

12 - 8 = <<12 - 8 = 4>> 4

Therefore, Faye had 4 apps left on her phone.

#### 4"
1159,bianca was practicing for a marathon . to prepare she ran number0 miles the first day and number1 miles the next day . how many miles did bianca run altogether ?,"To find out how many miles Bianca ran altogether, we need to add the distances she ran on the first and second day.

The distance Bianca ran on the first day is 8 miles.
The distance Bianca ran on the second day is 4 miles.

To find the total distance, we can add these two distances together:

 8 + 4 = << 8 + 4 = 12 >> 12 

Therefore, Bianca ran a total of 12 miles altogether.

#### 12"
1160,jerry had number0 action figures on a shelf in his room . later he added number1 more figures to the shelf . how many action figures were on his shelf total ?,"To find the total number of action figures on Jerry's shelf, we need to add the initial number of action figures to the number of additional figures he added.

The initial number of action figures on the shelf is 8.

Jerry added 2 more figures to the shelf.

To find the total, we can add the initial number and the additional number of figures: 8 + 2 = <<8 + 2 = 10>> 10.

Therefore, there were a total of 10 action figures on Jerry's shelf. 
#### 10"
