question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
cheryl and lori started a lemonade stand on friday . they bought number0 plastic cups . they sold a lot of lemonade and only had number1 cups left . how many cups did cheryl and lori use ?,"[85,18]","[-,number0,number1]",67,"[1,34,3,35,36,7,8,11,12,13,14,24,25,26]",cheryl and lori started a lemonade stand on friday . they bought number0 plastic cups . they sold a lot of lemonade and only had number1 cups left .,how many cups did cheryl and lori use ?,,[],2583,"To find out how many cups Cheryl and Lori used, we can subtract the number of cups they had left from the number of cups they bought.

They bought 85 plastic cups and had 18 cups left.

So, the number of cups they used can be calculated as:

$ 85 - 18 = 67 $

Therefore, Cheryl and Lori used 67 cups."
liz and jenn had a book sale . they sold number0 detective books and number1 puzzle books . how many books did they sell altogether ?,"[27,15]","[+,number0,number1]",42,"[1,5,9,10,11,12,13,14,15,16,22,23,24]",liz and jenn had a book sale . they sold number0 detective books and number1 puzzle books .,how many books did they sell altogether ?,,[],2586,"To find the total number of books they sold, we need to add the number of detective books and the number of puzzle books. 

The number of detective books sold is 27. 

The number of puzzle books sold is 15. 

To find the total number of books sold, we add these two numbers: 

27 + 15 = 42

Therefore, Liz and Jenn sold a total of 42 books altogether. 

#### 42"
scott and sam decided to sell their old comic books . they had number0 comic books altogether . after the sale they only had number1 comic books . how many comic books did scott and sam sell ?,"[90,25]","[-,number0,number1]",65,"[1,2,34,35,5,36,7,8,12,13,14,15,23,24,25,26]",scott and sam decided to sell their old comic books . they had number0 comic books altogether . after the sale they only had number1 comic books .,how many comic books did scott and sam sell ?,,[],2587,"Let's denote the number of comic books Scott sold as $x$, and the number of comic books Sam sold as $y$. We are given that the total number of comic books they had is 90, and after the sale, they had 25 comic books remaining. 

We can write two equations based on the given information:
1. $x + y = 90$ (equation 1)
2. $x + y = 25$ (equation 2)

To find the number of comic books Scott and Sam sold, we need to solve these equations. 

First, we'll subtract equation 2 from equation 1 to eliminate the variable $y$:
$(x + y) - (x + y) = 90 - 25$

Simplifying the equation:
$0 = 65$

This equation is not possible since the left side is 0 and the right side is 65. 

Therefore, there must be an error in the given information or the problem statement. It is not possible to determine how many comic books Scott and Sam sold based on the given information. 

####"
connie saved up number0 . she wants to buy a watch that costs number1 . how much more money does connie need ?,"[39,55]","[-,number1,number0]",16,"[1,3,4,13,14,15,21,22,23]",connie saved up number0 . she wants to buy a watch that costs number1 .,how much more money does connie need ?,,[],2589,"To find out how much more money Connie needs, we need to subtract the cost of the watch from the amount of money she has saved up.

Amount of money Connie saved up = $39
Cost of the watch = $55

To find out how much more money Connie needs, we can subtract the cost of the watch from the amount of money she saved up:

$39 - $55 = -$16

Since the result is a negative number, it means that Connie needs to save an additional $16 in order to afford the watch.

#### -16"
terry and grace are building a gear machine . terry used number0 building pieces . grace used number1 pieces . how many building pieces did they use altogether ?,"[37,45]","[+,number0,number1]",82,"[1,6,10,11,12,13,16,17,18,25,26,27]",terry and grace are building a gear machine . terry used number0 building pieces . grace used number1 pieces .,how many building pieces did they use altogether ?,,[],2591,"To find out how many building pieces Terry and Grace used altogether, we need to add the number of building pieces each of them used.

Terry used 37 building pieces, and Grace used 45 building pieces.

To find the total number of building pieces, we can add these two numbers together.

37 + 45 = ####"
angela won a contest . she gets number0 to spend at puzzle palace . she bought many wonderful puzzles . she had number1 left . how much did she spend ?,"[90,12]","[-,number0,number1]",78,"[1,7,8,9,23,24,25,29,30,31]",angela won a contest . she gets number0 to spend at puzzle palace . she bought many wonderful puzzles . she had number1 left .,how much did she spend ?,,[],2594,"Let's assume that Angela spent $x at Puzzle Palace. We know that she had $12 left after her purchase. 

According to the given information, Angela had initially $90 to spend. Therefore, we can set up the equation:

$90 - x = 12

To find the value of x, we need to isolate it on one side of the equation. We can do this by subtracting 12 from both sides:

$90 - 12 = x

Simplifying the equation:

$78 = x

So, Angela spent $78 at Puzzle Palace. 

#### 78"
greg wants to buy a number0 scooter . he has saved number1 so far . how much more money does greg need ?,"[90,57]","[-,number0,number1]",33,"[2,5,6,7,12,13,14,21,22,23]",greg wants to buy a number0 scooter . he has saved number1 so far .,how much more money does greg need ?,,[],2598,"To find out how much more money Greg needs to buy a $90 scooter, we can set up a simple subtraction problem. We'll subtract the amount Greg has saved from the cost of the scooter.

$90 (Cost of the scooter) - $57 (Amount Greg has saved) = ####

Now, let's perform the subtraction:

$90 - $57 = $33

So, Greg needs $33 more to buy the scooter.

####"
paul and vinnie deliver newspapers . paul made number0 in tips . vinnie made number1 more than paul . how much did vinnie make ?,"[14,16]","[+,number0,number1]",30,"[1,4,8,9,10,15,16,17,23,24,25]",paul and vinnie deliver newspapers . paul made number0 in tips . vinnie made number1 more than paul .,how much did vinnie make ?,,[],2599,"Sure, let's solve this step by step. 

First, we know that Paul made $14 in tips. 

Vinnie made $16 more than Paul. To find out how much Vinnie made, we can simply add $16 to Paul's earnings.

So, $14 + $16 = $30.

Therefore, Vinnie made $30.

#### 30"
if you add number0 to a mystery number you will get number1 what is the mystery number ?,"[45,92]","[-,number1,number0]",47,"[2,3,4,10,11,12,14,15,16]",if you add number0 to a mystery number you will get number1 what,is the mystery number ?,,[],2610,"Let's assume the mystery number is represented by the variable $x$. According to the problem, if we add 45 to this mystery number, we get 92. We can write this as an equation:

$x + 45 = 92$

To find the value of $x$, we need to isolate it on one side of the equation. We can do this by subtracting 45 from both sides of the equation:

$x + 45 - 45 = 92 - 45$

Simplifying the equation gives us:

$x = 47$

Therefore, the mystery number is 47."
the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper . how far did the frog jump ?,"[25,15]","[+,number0,number1]",40,"[12,13,14,18,19,20,29,30,31]",the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper .,how far did the frog jump ?,,[],2615,"The grasshopper jumped 25 inches. The frog jumped 15 inches farther than the grasshopper. To find out how far the frog jumped, we can add the distance jumped by the grasshopper to the additional distance jumped by the frog.

Let's denote the additional distance jumped by the frog as $x$.

The total distance jumped by the frog can be calculated by adding the distance jumped by the grasshopper to the additional distance jumped by the frog: $25 + x$.

Therefore, the frog jumped $25 + x$ inches.

####

The frog jumped 25 + x inches."
marco and his dad went strawberry picking . together their strawberries weighed number0 pounds . marco 's strawberries weighed number1 pounds . how much did his dad 's strawberries weigh ?,"[23,14]","[-,number0,number1]",9,"[3,11,12,13,18,19,20,27,28,29]",marco and his dad went strawberry picking . together their strawberries weighed number0 pounds . marco 's strawberries weighed number1 pounds .,how much did his dad 's strawberries weigh ?,,[],2616,"To find out how much Marco's dad's strawberries weighed, we need to subtract Marco's strawberries' weight (14 pounds) from the total weight of strawberries (23 pounds).

Step 1: Subtract Marco's strawberries' weight from the total weight.
\[ 23 \, \text{pounds} - 14 \, \text{pounds} = 9 \, \text{pounds} \]

#### 9
"
miki bought number0 packs of red bouncy balls and number1 packs of yellow bouncy balls . each package contained number2 bouncy balls . how many more packs of red bouncy balls than yellow bouncy balls did miki buy ?,"[4,3,7]","[-,number0,number1]",1,"[1,2,3,4,5,6,35,8,9,10,36,12,13,14,16,18,19,20,21,37]",miki bought number0 packs of red bouncy balls and number1 packs of yellow bouncy balls . each package contained number2 bouncy balls .,how many more packs of red bouncy balls than yellow bouncy balls did miki buy ?,,[],2617,"Miki bought 4 packs of red bouncy balls, and each pack contained 7 bouncy balls. So the total number of red bouncy balls Miki bought is $4 \times 7 = 28$.

Miki also bought 3 packs of yellow bouncy balls, and each pack contained 7 bouncy balls. So the total number of yellow bouncy balls Miki bought is $3 \times 7 = 21$.

To find how many more packs of red bouncy balls Miki bought than yellow bouncy balls, we need to subtract the number of packs of yellow bouncy balls from the number of packs of red bouncy balls. 

So the answer is $28 - 21 = 7$.

####7"
